"ENSMUSG00000026070"	"Il18r1"
"ENSMUSG00000026068"	"Il18rap"
"ENSMUSG00000104441"	"Gm35801"
"ENSMUSG00000026065"	"Slc9a4"
"ENSMUSG00000026062"	"Slc9a2"
"ENSMUSG00000103679"	"Gm37623"
"ENSMUSG00000103270"	"Gm37915"
"ENSMUSG00000041945"	"Mfsd9"
"ENSMUSG00000079588"	"Tmem182"
"ENSMUSG00000104072"	"4930448I06Rik"
"ENSMUSG00000100185"	"Gm28634"
"ENSMUSG00000100832"	"Gm29260"
"ENSMUSG00000053640"	"Gm9915"
"ENSMUSG00000101919"	"Gm29664"
"ENSMUSG00000101299"	"Gm28175"
"ENSMUSG00000100180"	"Gm28140"
"ENSMUSG00000060424"	"Pantr1"
"ENSMUSG00000045515"	"Pou3f3"
"ENSMUSG00000099784"	"Dalir"
"ENSMUSG00000060679"	"Mrps9"
"ENSMUSG00000041907"	"Gpr45"
"ENSMUSG00000070939"	"Tgfbrap1"
"ENSMUSG00000100269"	"Gm28782"
"ENSMUSG00000041878"	"8430432A02Rik"
"ENSMUSG00000010290"	"AI597479"
"ENSMUSG00000008136"	"Fhl2"
"ENSMUSG00000099576"	"Gm29040"
"ENSMUSG00000066877"	"Nck2"
"ENSMUSG00000026051"	"1500015O10Rik"
"ENSMUSG00000100764"	"Gm29155"
"ENSMUSG00000100635"	"Gm29157"
"ENSMUSG00000100480"	"Gm29156"
"ENSMUSG00000057363"	"Uxs1"
"ENSMUSG00000041763"	"Tpp2"
"ENSMUSG00000047343"	"Mettl21c"
"ENSMUSG00000091844"	"Gm8251"
"ENSMUSG00000026049"	"Tex30"
"ENSMUSG00000026047"	"Kdelc1"
"ENSMUSG00000041684"	"Bivm"
"ENSMUSG00000026048"	"Ercc5"
"ENSMUSG00000046828"	"Mettl21e"
"ENSMUSG00000056870"	"Gulp1"
"ENSMUSG00000101701"	"4930521E06Rik"
"ENSMUSG00000026043"	"Col3a1"
"ENSMUSG00000026042"	"Col5a2"
"ENSMUSG00000025995"	"Wdr75"
"ENSMUSG00000098549"	"Gm5269"
"ENSMUSG00000025993"	"Slc40a1"
"ENSMUSG00000041144"	"Dnah7b"
"ENSMUSG00000101337"	"Dnah7c"
"ENSMUSG00000025986"	"Slc39a10"
"ENSMUSG00000100213"	"Gm28151"
"ENSMUSG00000101447"	"Gm28826"
"ENSMUSG00000051616"	"C230029F24Rik"
"ENSMUSG00000099608"	"4933411E06Rik"
"ENSMUSG00000100451"	"Gm29665"
"ENSMUSG00000100816"	"Gm28321"
"ENSMUSG00000026109"	"Tmeff2"
"ENSMUSG00000100671"	"Gm28322"
"ENSMUSG00000101242"	"Gm28319"
"ENSMUSG00000099625"	"Gm29325"
"ENSMUSG00000101799"	"9330175M20Rik"
"ENSMUSG00000045954"	"Sdpr"
"ENSMUSG00000101702"	"1700072G22Rik"
"ENSMUSG00000026107"	"Nabp1"
"ENSMUSG00000099413"	"Gm17767"
"ENSMUSG00000101741"	"Gm28055"
"ENSMUSG00000018417"	"Myo1b"
"ENSMUSG00000062939"	"Stat4"
"ENSMUSG00000026104"	"Stat1"
"ENSMUSG00000026103"	"Gls"
"ENSMUSG00000002881"	"Nab1"
"ENSMUSG00000100120"	"Gm553"
"ENSMUSG00000099878"	"Gm28178"
"ENSMUSG00000043015"	"Tmem194b"
"ENSMUSG00000041439"	"Mfsd6"
"ENSMUSG00000026102"	"Inpp1"
"ENSMUSG00000041426"	"Hibch"
"ENSMUSG00000043629"	"1700019D03Rik"
"ENSMUSG00000026100"	"Mstn"
"ENSMUSG00000060715"	"1700019A02Rik"
"ENSMUSG00000026098"	"Pms1"
"ENSMUSG00000100763"	"Gm28777"
"ENSMUSG00000026097"	"Ormdl1"
"ENSMUSG00000100679"	"Gm28778"
"ENSMUSG00000026096"	"Osgepl1"
"ENSMUSG00000099913"	"Gm28551"
"ENSMUSG00000026095"	"Asnsd1"
"ENSMUSG00000096141"	"Dnah7a"
"ENSMUSG00000026094"	"Stk17b"
"ENSMUSG00000042807"	"Hecw2"
"ENSMUSG00000025983"	"Ccdc150"
"ENSMUSG00000041303"	"Gtf3c3"
"ENSMUSG00000073678"	"Pgap1"
"ENSMUSG00000052331"	"Ankrd44"
"ENSMUSG00000101674"	"4930444A19Rik"
"ENSMUSG00000025982"	"Sf3b1"
"ENSMUSG00000025981"	"Coq10b"
"ENSMUSG00000025980"	"Hspd1"
"ENSMUSG00000073676"	"Hspe1"
"ENSMUSG00000025979"	"Mob4"
"ENSMUSG00000025978"	"Rftn2"
"ENSMUSG00000097649"	"Gm10561"
"ENSMUSG00000046994"	"Mars2"
"ENSMUSG00000025977"	"Boll"
"ENSMUSG00000038349"	"Plcl1"
"ENSMUSG00000099950"	"9130227L01Rik"
"ENSMUSG00000100372"	"1700003I22Rik"
"ENSMUSG00000101332"	"Gm28240"
"ENSMUSG00000045336"	"Hsfy2"
"ENSMUSG00000038331"	"Satb2"
"ENSMUSG00000099945"	"1700126A01Rik"
"ENSMUSG00000101429"	"BC055402"
"ENSMUSG00000097519"	"4930558J18Rik"
"ENSMUSG00000038323"	"1700066M21Rik"
"ENSMUSG00000048495"	"Tyw5"
"ENSMUSG00000025971"	"9430016H08Rik"
"ENSMUSG00000038305"	"Spats2l"
"ENSMUSG00000091283"	"Gm17234"
"ENSMUSG00000054770"	"Kctd18"
"ENSMUSG00000026039"	"Sgol2a"
"ENSMUSG00000063558"	"Aox1"
"ENSMUSG00000064294"	"Aox3"
"ENSMUSG00000038242"	"Aox4"
"ENSMUSG00000089822"	"Gm15759"
"ENSMUSG00000079554"	"Aox2"
"ENSMUSG00000051223"	"Bzw1"
"ENSMUSG00000026034"	"Clk1"
"ENSMUSG00000026035"	"Ppil3"
"ENSMUSG00000026036"	"Nif3l1"
"ENSMUSG00000026037"	"Orc2"
"ENSMUSG00000085054"	"Gm15834"
"ENSMUSG00000038174"	"Fam126b"
"ENSMUSG00000026032"	"Ndufb3"
"ENSMUSG00000047528"	"Als2cr12"
"ENSMUSG00000026031"	"Cflar"
"ENSMUSG00000026029"	"Casp8"
"ENSMUSG00000026028"	"Trak2"
"ENSMUSG00000026027"	"Stradb"
"ENSMUSG00000099752"	"Gm29018"
"ENSMUSG00000072295"	"Als2cr11"
"ENSMUSG00000038079"	"Tmem237"
"ENSMUSG00000097573"	"G730003C15Rik"
"ENSMUSG00000079550"	"Mpp4"
"ENSMUSG00000101586"	"Gm29017"
"ENSMUSG00000026024"	"Als2"
"ENSMUSG00000026023"	"Cdk15"
"ENSMUSG00000099922"	"Gm29016"
"ENSMUSG00000041075"	"Fzd7"
"ENSMUSG00000097819"	"Gm26813"
"ENSMUSG00000047361"	"Gm973"
"ENSMUSG00000099811"	"Gm28411"
"ENSMUSG00000101409"	"1700122D07Rik"
"ENSMUSG00000026021"	"Sumo1"
"ENSMUSG00000026020"	"Nop58"
"ENSMUSG00000067336"	"Bmpr2"
"ENSMUSG00000041040"	"Fam117b"
"ENSMUSG00000026018"	"Ica1l"
"ENSMUSG00000026019"	"Wdr12"
"ENSMUSG00000026017"	"Carf"
"ENSMUSG00000073664"	"Nbeal1"
"ENSMUSG00000049439"	"Cyp20a1"
"ENSMUSG00000026782"	"Abi2"
"ENSMUSG00000026014"	"Raph1"
"ENSMUSG00000026012"	"Cd28"
"ENSMUSG00000086795"	"Gm11579"
"ENSMUSG00000085965"	"2310016D23Rik"
"ENSMUSG00000026011"	"Ctla4"
"ENSMUSG00000026009"	"Icos"
"ENSMUSG00000100893"	"Gm28083"
"ENSMUSG00000085248"	"Gm11587"
"ENSMUSG00000085447"	"9530026F06Rik"
"ENSMUSG00000086408"	"Gm11588"
"ENSMUSG00000100965"	"Gm28449"
"ENSMUSG00000086009"	"4930587A21Rik"
"ENSMUSG00000052062"	"Pard3b"
"ENSMUSG00000085842"	"Pard3bos1"
"ENSMUSG00000085019"	"Pard3bos2"
"ENSMUSG00000085400"	"Pard3bos3"
"ENSMUSG00000100750"	"Gm29084"
"ENSMUSG00000025969"	"Nrp2"
"ENSMUSG00000100811"	"Gm29083"
"ENSMUSG00000100426"	"Gm4208"
"ENSMUSG00000040865"	"Ino80d"
"ENSMUSG00000084799"	"Ino80dos"
"ENSMUSG00000101599"	"Gm20342"
"ENSMUSG00000025968"	"Ndufs1"
"ENSMUSG00000025967"	"Eef1b2"
"ENSMUSG00000046856"	"Gpr1"
"ENSMUSG00000087561"	"Gm11608"
"ENSMUSG00000027520"	"Zdbf2"
"ENSMUSG00000025964"	"Adam23"
"ENSMUSG00000069085"	"Dytn"
"ENSMUSG00000025963"	"Mdh1b"
"ENSMUSG00000025962"	"Fastkd2"
"ENSMUSG00000025961"	"4933402D24Rik"
"ENSMUSG00000044689"	"Gm13749"
"ENSMUSG00000025959"	"Klf7"
"ENSMUSG00000097272"	"Gm26649"
"ENSMUSG00000086836"	"Gm13748"
"ENSMUSG00000101895"	"Gm28981"
"ENSMUSG00000025958"	"Creb1"
"ENSMUSG00000025956"	"Mettl21a"
"ENSMUSG00000101832"	"Gm28982"
"ENSMUSG00000100437"	"Gm29152"
"ENSMUSG00000070871"	"Ccnyl1"
"ENSMUSG00000045005"	"Fzd5"
"ENSMUSG00000051344"	"Plekhm3"
"ENSMUSG00000025955"	"Akr1cl"
"ENSMUSG00000070870"	"Cryge"
"ENSMUSG00000067299"	"Crygd"
"ENSMUSG00000025952"	"Crygc"
"ENSMUSG00000073658"	"Crygb"
"ENSMUSG00000044429"	"Cryga"
"ENSMUSG00000100846"	"Gm28845"
"ENSMUSG00000044816"	"D630023F18Rik"
"ENSMUSG00000025950"	"Idh1"
"ENSMUSG00000025949"	"Pikfyve"
"ENSMUSG00000025946"	"Pth2r"
"ENSMUSG00000025945"	"Crygf"
"ENSMUSG00000015222"	"Map2"
"ENSMUSG00000073656"	"Gm10558"
"ENSMUSG00000055567"	"Unc80"
"ENSMUSG00000026005"	"Rpe"
"ENSMUSG00000026004"	"Kansl1l"
"ENSMUSG00000026003"	"Acadl"
"ENSMUSG00000061816"	"Myl1"
"ENSMUSG00000026000"	"Lancl1"
"ENSMUSG00000025991"	"Cps1"
"ENSMUSG00000086204"	"Gm15668"
"ENSMUSG00000085075"	"Gm15669"
"ENSMUSG00000087329"	"Gm15671"
"ENSMUSG00000062209"	"Erbb4"
"ENSMUSG00000099804"	"Gm28497"
"ENSMUSG00000100354"	"Gm29113"
"ENSMUSG00000101156"	"Gm29114"
"ENSMUSG00000025997"	"Ikzf2"
"ENSMUSG00000053153"	"Spag16"
"ENSMUSG00000045648"	"Vwc2l"
"ENSMUSG00000026196"	"Bard1"
"ENSMUSG00000050296"	"Abca12"
"ENSMUSG00000026192"	"Atic"
"ENSMUSG00000026193"	"Fn1"
"ENSMUSG00000073652"	"Apol7d"
"ENSMUSG00000099707"	"Gm8883"
"ENSMUSG00000101211"	"Gm28818"
"ENSMUSG00000101848"	"4933417E11Rik"
"ENSMUSG00000101764"	"4930556G22Rik"
"ENSMUSG00000102123"	"Gm4319"
"ENSMUSG00000039395"	"Mreg"
"ENSMUSG00000097131"	"D230017M19Rik"
"ENSMUSG00000026189"	"Pecr"
"ENSMUSG00000026188"	"Tmem169"
"ENSMUSG00000026187"	"Xrcc5"
"ENSMUSG00000039372"	"March4"
"ENSMUSG00000039354"	"Smarcal1"
"ENSMUSG00000039342"	"Ankar"
"ENSMUSG00000046330"	"Rpl37a"
"ENSMUSG00000039323"	"Igfbp2"
"ENSMUSG00000026185"	"Igfbp5"
"ENSMUSG00000101968"	"1700027A15Rik"
"ENSMUSG00000026182"	"Tnp1"
"ENSMUSG00000101112"	"Gm29185"
"ENSMUSG00000099877"	"Pinc"
"ENSMUSG00000101812"	"D530049I02Rik"
"ENSMUSG00000100444"	"C530043A13Rik"
"ENSMUSG00000100429"	"Gm29186"
"ENSMUSG00000100301"	"6030407O03Rik"
"ENSMUSG00000101344"	"Gm29183"
"ENSMUSG00000055322"	"Tns1"
"ENSMUSG00000061815"	"Rufy4"
"ENSMUSG00000026180"	"Cxcr2"
"ENSMUSG00000048480"	"Cxcr1"
"ENSMUSG00000006304"	"Arpc2"
"ENSMUSG00000064272"	"Gpbar1"
"ENSMUSG00000006299"	"Aamp"
"ENSMUSG00000101503"	"Gm28364"
"ENSMUSG00000026179"	"Pnkd"
"ENSMUSG00000006301"	"Tmbim1"
"ENSMUSG00000073650"	"Catip"
"ENSMUSG00000026177"	"Slc11a1"
"ENSMUSG00000026176"	"Ctdsp1"
"ENSMUSG00000026175"	"Vil1"
"ENSMUSG00000033364"	"Usp37"
"ENSMUSG00000026174"	"Rqcd1"
"ENSMUSG00000026173"	"Plcd4"
"ENSMUSG00000026135"	"Zfp142"
"ENSMUSG00000026172"	"Bcs1l"
"ENSMUSG00000026171"	"Rnf25"
"ENSMUSG00000033276"	"Stk36"
"ENSMUSG00000033257"	"Ttll4"
"ENSMUSG00000026170"	"Cyp27a1"
"ENSMUSG00000006542"	"Prkag3"
"ENSMUSG00000033227"	"Wnt6"
"ENSMUSG00000099472"	"Gm29539"
"ENSMUSG00000026167"	"Wnt10a"
"ENSMUSG00000090071"	"Cdk5r2"
"ENSMUSG00000055197"	"Fev"
"ENSMUSG00000006546"	"Cryba2"
"ENSMUSG00000047021"	"Ccdc108"
"ENSMUSG00000089653"	"Gm15841"
"ENSMUSG00000006538"	"Ihh"
"ENSMUSG00000026162"	"Nhej1"
"ENSMUSG00000026205"	"Slc23a3"
"ENSMUSG00000033159"	"Cnppd1"
"ENSMUSG00000049339"	"Fam134a"
"ENSMUSG00000026197"	"Zfand2b"
"ENSMUSG00000026198"	"Abcb6"
"ENSMUSG00000033124"	"Atg9a"
"ENSMUSG00000026199"	"Ankzf1"
"ENSMUSG00000026200"	"Glb1l"
"ENSMUSG00000026201"	"Stk16"
"ENSMUSG00000026202"	"Tuba4a"
"ENSMUSG00000096094"	"A630095N17Rik"
"ENSMUSG00000026203"	"Dnajb2"
"ENSMUSG00000026204"	"Ptprn"
"ENSMUSG00000101840"	"Gm28294"
"ENSMUSG00000033061"	"Resp18"
"ENSMUSG00000100556"	"Gm28902"
"ENSMUSG00000026209"	"Dnpep"
"ENSMUSG00000026208"	"Des"
"ENSMUSG00000085653"	"Gm15179"
"ENSMUSG00000026207"	"Speg"
"ENSMUSG00000086053"	"Gm15178"
"ENSMUSG00000033021"	"Gmppa"
"ENSMUSG00000033007"	"Asic4"
"ENSMUSG00000032997"	"Chpf"
"ENSMUSG00000026211"	"Obsl1"
"ENSMUSG00000051703"	"Tmem198"
"ENSMUSG00000032968"	"Inha"
"ENSMUSG00000026213"	"Stk11ip"
"ENSMUSG00000006576"	"Slc4a3"
"ENSMUSG00000099996"	"Gm29065"
"ENSMUSG00000100827"	"Gm29069"
"ENSMUSG00000100553"	"Gm17751"
"ENSMUSG00000100534"	"Gm816"
"ENSMUSG00000026235"	"Epha4"
"ENSMUSG00000101849"	"Gm28386"
"ENSMUSG00000102052"	"Gm28387"
"ENSMUSG00000004872"	"Pax3"
"ENSMUSG00000032908"	"Sgpp2"
"ENSMUSG00000099561"	"Gm28410"
"ENSMUSG00000026245"	"Farsb"
"ENSMUSG00000090486"	"BC035947"
"ENSMUSG00000012187"	"Mogat1"
"ENSMUSG00000099364"	"5730419F03Rik"
"ENSMUSG00000100562"	"Gm29611"
"ENSMUSG00000032883"	"Acsl3"
"ENSMUSG00000079470"	"Utp14b"
"ENSMUSG00000099706"	"Gm29536"
"ENSMUSG00000047330"	"Kcne4"
"ENSMUSG00000101324"	"Gm29187"
"ENSMUSG00000050711"	"Scg2"
"ENSMUSG00000054702"	"Ap1s3"
"ENSMUSG00000073643"	"Wdfy1"
"ENSMUSG00000026248"	"Mrpl44"
"ENSMUSG00000026249"	"Serpine2"
"ENSMUSG00000099552"	"9830004L10Rik"
"ENSMUSG00000043230"	"Fam124b"
"ENSMUSG00000101257"	"2310015K22Rik"
"ENSMUSG00000004364"	"Cul3"
"ENSMUSG00000101722"	"Gm29125"
"ENSMUSG00000101483"	"1700016L21Rik"
"ENSMUSG00000038608"	"Dock10"
"ENSMUSG00000054976"	"Nyap2"
"ENSMUSG00000055980"	"Irs1"
"ENSMUSG00000022591"	"Gm9747"
"ENSMUSG00000026142"	"Rhbdd1"
"ENSMUSG00000100786"	"Gm28940"
"ENSMUSG00000067158"	"Col4a4"
"ENSMUSG00000079465"	"Col4a3"
"ENSMUSG00000026150"	"Mff"
"ENSMUSG00000026149"	"Tm4sf20"
"ENSMUSG00000100170"	"Gm28942"
"ENSMUSG00000026159"	"Agfg1"
"ENSMUSG00000038496"	"Slc19a3"
"ENSMUSG00000100190"	"Krtap28-10"
"ENSMUSG00000101315"	"Krtap28-13"
"ENSMUSG00000026166"	"Ccl20"
"ENSMUSG00000053161"	"Daw1"
"ENSMUSG00000026163"	"Sphkap"
"ENSMUSG00000100580"	"4933436I20Rik"
"ENSMUSG00000045658"	"Pid1"
"ENSMUSG00000036766"	"Dner"
"ENSMUSG00000026219"	"Trip12"
"ENSMUSG00000073633"	"Fbxo36"
